DATE,SP500_Price,NASDAQComposite_Price,SP500_Return,NASDAQComposite_Return,Yield_Spread,VIX,VXN
26/07/1996,635.9,1079.44,0.746607839,1.59213011,1.56,17.45,
29/07/1996,630.91,1066.47,-0.787809665,-1.2088259,1.56,20.09,
30/07/1996,635.26,1071.95,0.687114229,0.512529063,1.55,20.53,
31/07/1996,639.95,1080.59,0.735568439,0.80277685,1.48,19.46,
01/08/1996,650.02,1098.85,1.561308335,1.675699012,1.4,18.76,
02/08/1996,662.49,1124.92,1.900233176,2.344774363,1.3,16.19,
05/08/1996,660.23,1120.53,-0.341720424,-0.391013435,1.33,17.36,
06/08/1996,662.38,1128.87,0.325115022,0.741534473,1.35,16.93,
07/08/1996,664.16,1141.11,0.268367493,1.07843405,1.37,16.24,
08/08/1996,662.59,1137.51,-0.236668661,-0.315980988,1.41,16.04,
09/08/1996,662.1,1137.27,-0.073979576,-0.021100942,1.35,15.77,
12/08/1996,665.77,1138.27,0.552766362,0.087891231,1.31,15.57,
13/08/1996,660.2,1126.15,-0.840144613,-1.070483015,1.4,16.41,
14/08/1996,662.05,1133.51,0.279826237,0.651427739,1.42,15.96,
15/08/1996,662.28,1134.69,0.034734545,0.104047272,1.43,15.46,
16/08/1996,665.21,1133.65,0.441435304,-0.091697018,1.38,14.81,
19/08/1996,666.58,1130.91,0.205738214,-0.241989732,1.39,15.27,
20/08/1996,665.69,1124.67,-0.133606571,-0.553295908,1.41,14.73,
21/08/1996,665.07,1126.84,-0.093179844,0.192759586,1.47,14.52,
22/08/1996,670.68,1143.96,0.83998248,1.507867216,1.48,13.71,
23/08/1996,667.03,1143.05,-0.545710065,-0.079579892,1.57,14.18,
26/08/1996,663.88,1139.22,-0.473361216,-0.335631069,1.59,15.38,
27/08/1996,666.4,1149.02,0.37886806,0.856558745,1.58,15.11,
28/08/1996,664.81,1153.88,-0.238880531,0.422077139,1.59,15.1,
29/08/1996,657.4,1145.03,-1.120862432,-0.769933901,1.62,16.22,
30/08/1996,651.99,1141.5,-0.826343684,-0.308765055,1.67,17.01,
02/09/1996,651.99,1141.5,0,0,1.67,17.01,
03/09/1996,654.72,1142.29,0.417843894,0.069183246,1.6,18.47,
04/09/1996,655.61,1143.82,0.135843663,0.133851847,1.62,18.64,
05/09/1996,649.44,1125.66,-0.945564687,-1.600400762,1.64,20.51,
06/09/1996,655.68,1139.39,0.956241196,1.212350118,1.61,17.1,
09/09/1996,663.76,1148.71,1.224777331,0.814654215,1.61,16.36,
10/09/1996,663.81,1149.43,0.007532559,0.06265937,1.65,16.25,
11/09/1996,667.28,1153.95,0.521378398,0.392467227,1.63,16.06,
12/09/1996,671.15,1165.81,0.5782911,1.02252848,1.6,15.97,
13/09/1996,680.54,1188.67,1.389394174,1.941891064,1.53,15.2,
16/09/1996,683.98,1193.96,0.504207676,0.444047854,1.53,15.43,
17/09/1996,682.94,1203.31,-0.152166945,0.780057934,1.5,15.74,
18/09/1996,681.47,1205.71,-0.215477836,0.199251214,1.55,15.86,
19/09/1996,683,1212.09,0.224262995,0.527753727,1.62,16.03,
20/09/1996,687.03,1219.69,0.588309982,0.625058578,1.56,15.65,
23/09/1996,686.48,1211.47,-0.080086789,-0.676222982,1.52,16.46,
24/09/1996,685.61,1215.27,-0.126813856,0.313177605,1.6,16.45,
25/09/1996,685.83,1224.66,0.032083066,0.769698012,1.64,16.22,
26/09/1996,685.86,1227.98,0.004374166,0.27072885,1.66,16.11,
27/09/1996,686.19,1230.05,0.048103204,0.168427602,1.64,16.1,
30/09/1996,687.33,1226.92,0.165996893,-0.254785504,1.58,16.95,
01/10/1996,689.08,1221.51,0.254284834,-0.441916559,1.55,17.05,
02/10/1996,694.01,1236.11,0.712899505,1.18815535,1.58,16.78,
03/10/1996,692.78,1233.09,-0.177388115,-0.244613762,1.57,16.77,
04/10/1996,701.46,1247.56,1.245138878,1.166642946,1.47,14.8,
07/10/1996,703.34,1250.87,0.267653918,0.264966554,1.42,15.11,
08/10/1996,700.64,1240.15,-0.384621338,-0.860696918,1.41,15.58,
09/10/1996,696.74,1237.98,-0.558188914,-0.1751321,1.43,16.09,
10/10/1996,694.61,1236.97,-0.306177693,-0.081617815,1.46,16.26,
11/10/1996,700.66,1248.27,0.867221099,0.909375181,1.42,15.07,
14/10/1996,703.54,1256.36,0.410198553,0.646005848,1.42,15.13,
15/10/1996,702.57,1258.1,-0.137969313,0.138399519,1.39,15.83,
16/10/1996,704.41,1250.99,0.261553263,-0.566740853,1.43,15.6,
17/10/1996,706.99,1241.96,0.365594852,-0.724446097,1.39,15.41,
18/10/1996,710.82,1242.48,0.540271167,0.041860541,1.38,15.08,
21/10/1996,709.85,1236.41,-0.136555309,-0.489736304,1.38,15.98,
22/10/1996,706.57,1220,-0.463140292,-1.33611605,1.4,16.4,
23/10/1996,707.27,1227.88,0.099021114,0.643824634,1.43,16.45,
24/10/1996,702.29,1227,-0.706606419,-0.071693935,1.43,16.89,
25/10/1996,700.92,1222.6,-0.195266629,-0.359242712,1.4,17.29,
28/10/1996,697.26,1215.89,-0.523538938,-0.550341969,1.37,18.34,
29/10/1996,701.5,1203.05,0.606253108,-1.061632004,1.26,18.28,
30/10/1996,700.9,1206.23,-0.085567604,0.263979433,1.26,18.48,
31/10/1996,705.27,1221.51,0.621548471,1.258800512,1.2,18.11,
01/11/1996,703.77,1221.78,-0.212910999,0.022101347,1.21,17.89,
04/11/1996,706.73,1220.48,0.419709939,-0.106458782,1.17,18.04,
05/11/1996,714.14,1229.07,1.043032393,0.701356185,1.11,17.65,
06/11/1996,724.59,1245.49,1.45269561,1.327124095,1.13,16.97,
07/11/1996,727.65,1254.14,0.421418571,0.692105194,1.1,17.21,
08/11/1996,730.82,1257.51,0.434702804,0.268349652,1.11,15.78,
11/11/1996,731.87,1262.67,0.143571116,0.409495132,1.11,14.04,
12/11/1996,729.56,1256.53,-0.316128987,-0.487457301,1.01,15.36,
13/11/1996,731.13,1260.72,0.214966982,0.332903277,1.03,14.89,
14/11/1996,735.88,1270.36,0.647577944,0.761733854,0.98,13.79,
15/11/1996,737.62,1261.8,0.236172488,-0.676105191,1.03,14.36,
18/11/1996,737.02,1254.57,-0.081375798,-0.574638856,1.02,15.12,
19/11/1996,742.16,1262.62,0.694982448,0.639604276,1,15.23,
20/11/1996,743.95,1264.94,0.240897493,0.183576307,0.97,15.94,
21/11/1996,742.75,1258.08,-0.161431393,-0.543794096,0.97,15.77,
22/11/1996,748.73,1274.36,0.801892354,1.285734254,0.97,14.92,
25/11/1996,757.03,1280.37,1.102444488,0.470500686,0.95,15.91,
26/11/1996,755.96,1281.2,-0.141441804,0.064804009,0.97,16.97,
27/11/1996,755,1287.32,-0.127071548,0.47653992,0.99,16.96,
28/11/1996,755,1287.32,0,0,0.99,16.96,
29/11/1996,757.02,1292.61,0.267192392,0.410089221,0.93,17.14,
02/12/1996,756.56,1299.82,-0.060783046,0.556236318,1,17.93,
03/12/1996,748.28,1300.37,-1.100460323,0.042304601,1.01,18.68,
04/12/1996,745.1,1297.02,-0.425880192,-0.257951394,1.08,17.93,
05/12/1996,744.38,1300.12,-0.096678043,0.238724248,1.18,18.14,
06/12/1996,739.6,1287.68,-0.644215762,-0.961441829,1.23,18.82,
09/12/1996,749.76,1316.27,1.364365581,2.195982942,1.25,17.75,
10/12/1996,747.54,1312.55,-0.296533978,-0.283016904,1.27,17.88,
11/12/1996,740.73,1309.12,-0.915162911,-0.261665424,1.42,19.68,
12/12/1996,729.3,1298.33,-1.555101644,-0.82763325,1.43,20.45,
13/12/1996,728.64,1284.91,-0.090538711,-1.039014627,1.41,21.09,
16/12/1996,720.98,1260.98,-1.056838523,-1.879948056,1.42,21.99,
17/12/1996,726.04,1266.32,0.699371208,0.422585997,1.42,20.77,
18/12/1996,731.54,1285.38,0.75467914,1.493933808,1.43,19.42,
19/12/1996,745.76,1295.86,1.92519315,0.812017293,1.35,18.77,
20/12/1996,748.87,1288.56,0.416157108,-0.56492516,1.33,18.85,
23/12/1996,746.92,1279.52,-0.260731935,-0.70403082,1.24,19.5,
24/12/1996,751.03,1287.63,0.548751335,0.631831173,1.27,18.68,
25/12/1996,751.03,1287.63,0,0,1.27,18.68,
26/12/1996,755.82,1294.57,0.635765489,0.537527435,1.25,18.59,
27/12/1996,756.79,1291.38,0.128255153,-0.246717966,1.19,19.13,
30/12/1996,753.85,1287.75,-0.389239489,-0.281490456,1.1,19.51,
31/12/1996,740.74,1291.03,-1.754372269,0.254383993,1.22,20.92,
01/01/1997,740.74,1291.03,0,0,1.22,20.92,
02/01/1997,737.01,1280.7,-0.504822591,-0.803354594,1.35,21.14,
03/01/1997,748.03,1310.68,1.48416235,2.313928306,1.35,19.13,
06/01/1997,747.65,1316.4,-0.050813009,0.435465158,1.37,19.89,
07/01/1997,753.23,1327.73,0.743567202,0.856997904,1.41,19.35,
08/01/1997,748.41,1320.35,-0.64196699,-0.557386416,1.44,20.24,
09/01/1997,754.85,1326.2,0.856809786,0.442085699,1.39,20.91,
10/01/1997,759.5,1332.02,0.614126802,0.437887707,1.46,19.63,
13/01/1997,759.51,1330.91,0.001316647,-0.083366823,1.55,19.84,
14/01/1997,768.86,1346.36,1.223540981,1.154173581,1.34,19.27,
15/01/1997,767.2,1333.53,-0.216137475,-0.957509303,1.37,19.4,
16/01/1997,769.75,1340.58,0.331826324,0.527279456,1.41,19.61,
17/01/1997,776.17,1349.05,0.830578155,0.629828489,1.42,18.63,
20/01/1997,776.7,1364.28,0.068260707,1.122617592,1.42,18.6,
21/01/1997,782.72,1376.97,0.772085763,0.925861607,1.34,17.81,
22/01/1997,786.23,1388.06,0.447433743,0.80216558,1.38,17.09,
23/01/1997,777.56,1378.37,-1.1088559,-0.700544719,1.42,18.47,
24/01/1997,770.52,1363.83,-0.90951999,-1.060472341,1.48,19.33,
27/01/1997,765.02,1352.81,-0.716363432,-0.811300757,1.48,20.16,
28/01/1997,765.02,1354.37,0,0.115249091,1.46,20.74,
29/01/1997,772.5,1355.17,0.97300315,0.059050615,1.45,20.23,
30/01/1997,784.17,1371.02,1.499382481,1.162808065,1.43,19.47,
31/01/1997,786.16,1379.85,0.253450047,0.641980924,1.38,19.47,
03/02/1997,786.73,1376.05,0.072478053,-0.275772155,1.35,19.58,
04/02/1997,789.26,1373.75,0.321068303,-0.167284932,1.35,19.43,
05/02/1997,778.28,1348.44,-1.400944101,-1.859585801,1.34,21.06,
06/02/1997,780.15,1346.4,0.239985228,-0.151400483,1.35,20.16,
07/02/1997,789.56,1357.71,1.198961939,0.83650931,1.29,18.9,
10/02/1997,785.43,1335.34,-0.524448976,-1.661351592,1.26,20.65,
11/02/1997,789.59,1331.51,0.528248489,-0.28723045,1.29,19.97,
12/02/1997,802.77,1358.96,1.655442362,2.040606476,1.23,19.48,
13/02/1997,811.82,1370.81,1.12103937,0.868210467,1.19,19.23,
14/02/1997,808.48,1367.19,-0.412269917,-0.264426743,1.18,19.18,
17/02/1997,808.48,1367.19,0,0,1.18,19.18,
18/02/1997,816.29,1365.79,0.961374244,-0.102452277,1.16,19.7,
19/02/1997,812.49,1365.58,-0.466607755,-0.015376899,1.19,20.61,
20/02/1997,802.8,1347.4,-1.199798951,-1.340243727,1.28,21.41,
21/02/1997,801.77,1334.32,-0.128383323,-0.975501076,1.27,20.55,
24/02/1997,810.28,1345.08,1.055808325,0.803169205,1.23,19.84,
25/02/1997,812.03,1347.69,0.215741835,0.193852488,1.27,19.98,
26/02/1997,805.68,1340.55,-0.785064395,-0.53120382,1.34,20.74,
27/02/1997,795.07,1312.66,-1.325648025,-2.10243647,1.36,21.08,
28/02/1997,790.82,1309,-0.535977927,-0.279212589,1.34,21.1,
03/03/1997,795.31,1311.18,0.566159393,0.16640082,1.34,20.89,
04/03/1997,790.95,1317.37,-0.549722111,0.470982971,1.35,20.62,
05/03/1997,801.99,1329.09,1.386138432,0.885717269,1.39,19.49,
06/03/1997,798.56,1315.43,-0.428603324,-1.033088915,1.39,20.48,
07/03/1997,804.97,1311.8,0.799490392,-0.27633685,1.35,19.32,
10/03/1997,813.65,1322.72,1.072528846,0.828998264,1.36,19,
11/03/1997,811.34,1316.76,-0.284309633,-0.451604871,1.39,19.25,
12/03/1997,804.26,1304.13,-0.876460179,-0.963802202,1.39,19.61,
13/03/1997,789.56,1293.28,-1.844677171,-0.835452478,1.46,19.79,
14/03/1997,793.17,1292.97,0.456174617,-0.023972934,1.47,19.81,
17/03/1997,795.71,1279.43,0.319722341,-1.052723141,1.47,20.95,
18/03/1997,789.66,1269.34,-0.763232478,-0.79175859,1.47,21.26,
19/03/1997,785.77,1249.29,-0.493834433,-1.592169041,1.45,21.74,
20/03/1997,782.65,1259.26,-0.397853141,0.794885691,1.41,21.22,
21/03/1997,784.1,1254.07,0.18509659,-0.412998482,1.33,19.69,
24/03/1997,790.89,1242.64,0.862233039,-0.915611333,1.32,20.06,
25/03/1997,789.07,1248.06,-0.230385681,0.435219702,1.31,19.26,
26/03/1997,790.5,1269.08,0.181061984,1.67018828,1.45,18.32,
27/03/1997,773.88,1249.51,-2.124883384,-1.554075405,1.53,20.5,
28/03/1997,773.88,1249.51,0,0,1.53,20.5,
31/03/1997,757.12,1221.7,-2.189506146,-2.250814303,1.57,22.14,
01/04/1997,759.64,1216.93,0.33228755,-0.391203756,1.58,20.84,
02/04/1997,750.11,1201,-1.26247744,-1.317675077,1.58,21.3,
03/04/1997,750.32,1213.76,0.027991976,1.056843642,1.59,21.19,
04/04/1997,757.9,1236.73,1.005166862,1.874782006,1.63,19.23,
07/04/1997,762.13,1251.35,0.556569399,1.175216896,1.61,18.51,
08/04/1997,766.12,1257.37,0.522167062,0.479926939,1.66,18.44,
09/04/1997,760.6,1249.43,-0.723121994,-0.633479061,1.67,18.56,
10/04/1997,758.34,1235.77,-0.297576161,-1.099318974,1.62,19.01,
11/04/1997,737.65,1206.9,-2.766237652,-2.363916894,1.67,19.76,
14/04/1997,743.73,1216.41,0.820860838,0.784880913,1.68,19.09,
15/04/1997,754.72,1212.88,1.466875379,-0.290620098,1.57,18.25,
16/04/1997,763.53,1210.27,1.160559708,-0.215422158,1.61,17.64,
17/04/1997,761.77,1217.07,-0.230774376,0.560285563,1.57,18.71,
18/04/1997,766.34,1222.57,0.598126264,0.45088696,1.55,18.75,
21/04/1997,760.37,1203.95,-0.782077858,-1.534738266,1.51,20.1,
22/04/1997,774.61,1212.74,1.855451997,0.72744446,1.48,19.52,
23/04/1997,773.64,1227.14,-0.125302778,1.180399626,1.52,20.48,
24/04/1997,771.18,1228.1,-0.318483976,0.078200098,1.61,20.83,
25/04/1997,765.37,1209.29,-0.756243232,-1.543484911,1.63,21.15,
28/04/1997,772.96,1217.03,0.986792377,0.638005395,1.57,21.34,
29/04/1997,794.05,1242.63,2.691913075,2.08166368,1.43,19.81,
30/04/1997,801.34,1260.76,0.913889486,1.448461245,1.44,20.06,
01/05/1997,798.53,1270.5,-0.351278903,0.769581005,1.45,19.87,
02/05/1997,812.97,1305.33,1.79216711,2.704535859,1.44,17.51,
05/05/1997,830.29,1339.24,2.108082886,2.564640651,1.45,20.13,
06/05/1997,827.76,1328.3,-0.305178006,-0.820235973,1.46,20.85,
07/05/1997,815.62,1322.91,-1.477469707,-0.406607355,1.54,21.34,
08/05/1997,820.26,1330.83,0.567280295,0.596895213,1.51,21.26,
09/05/1997,824.78,1335.05,0.549532093,0.316593659,1.48,20.11,
12/05/1997,837.66,1344.19,1.549560612,0.682285682,1.41,20.25,
13/05/1997,833.13,1333.59,-0.542259781,-0.791704723,1.47,20.81,
14/05/1997,836.04,1335.55,0.348676641,0.14686381,1.49,21.09,
15/05/1997,841.88,1353.58,0.696102744,1.340974232,1.54,19.91,
16/05/1997,829.75,1340.73,-1.451303567,-0.95386926,1.5,21.57,
19/05/1997,833.27,1341.24,0.42332687,0.038031746,1.33,21.48,
20/05/1997,841.66,1363.88,1.001841292,1.673901981,1.31,19.26,
21/05/1997,839.35,1373.75,-0.274834945,0.721064772,1.62,19.28,
22/05/1997,835.66,1372.6,-0.440595097,-0.083747524,1.58,18.77,
23/05/1997,847.03,1389.72,1.351428136,1.239553651,1.56,18.08,
26/05/1997,847.03,1389.72,0,0,1.56,18.08,
27/05/1997,849.71,1409.21,0.315900165,1.392697568,1.61,19.36,
28/05/1997,847.21,1410.18,-0.294651699,0.068809213,1.62,19.28,
29/05/1997,844.08,1403.04,-0.370132097,-0.507604477,1.72,19.02,
30/05/1997,848.28,1400.32,0.496349314,-0.194052912,1.71,19.19,
02/06/1997,846.36,1404.79,-0.226596896,0.318704349,1.59,20.85,
03/06/1997,845.48,1384.91,-0.104028759,-1.425266984,1.58,20.01,
